rank,Topic,doc_position,doc_id,title,date,address,Categories
3,3_Diplomatic Relations,987,1753,French President Hollande Arrives in Riyadh,4-May-15,https://saudiembassy.net/news/french-president-hollande-arrives-riyadh,News
3,4_Technology and Innovation,114,880,"Kingdom Issues 2017 Budget, Projects Major Deficit Reduction",22-Dec-16,https://saudiembassy.net/news/kingdom-issues-2017-budget-projects-major-deficit-reduction,News
3,5_Cultural Exchange,678,1444,"King Salman Relief Center Distributes 20,000 Food Baskets in Hodeidah",1-Feb-17,https://saudiembassy.net/news/king-salman-relief-center-distributes-20000-food-baskets-hodeidah,News
3,6_Geopolitical Strategy,427,1193,Foreign Ministry Welcomes UN Security Council Resolution Condemning Israeli Settlements,24-Dec-16,https://saudiembassy.net/news/foreign-ministry-welcomes-un-security-council-resolution-condemning-israeli-settlements,News
3,7_Trade Agreements,215,981,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
3,8_Infrastructure Development,417,1183,"Foreign Minister Underscored the Strength of Saudi-US Relations, Addressing Continued and Expanded Areas of Cooperation",18-Jan-17,https://saudiembassy.net/news/foreign-minister-underscored-strength-saudi-us-relations-addressing-continued-and-expanded,News
3,Other_1,770,1536,King Salman Calls Egyptian President to Express His Condolances and Support,10-Apr-17,https://saudiembassy.net/news/king-salman-calls-egyptian-president-express-his-condolances-and-support,News
3,Other_2,551,1317,Saudi Embassy Celebrates National Day,24-Sep-12,https://saudiembassy.net/news/saudi-embassy-celebrates-national-day,News
3,Other_3,374,1140,Coalition Destroys Katyusha Rocket-Launcher in Yemen,19-Apr-17,https://saudiembassy.net/news/coalition-destroys-katyusha-rocket-launcher-yemen,News
4,1_Economic Cooperation,20,786,Saudi Foreign Minister: Demands on Qatar to Stop Funding Terrorism are Non-Negotiable,27-Jun-17,https://saudiembassy.net/news/saudi-foreign-minister-demands-qatar-stop-funding-terrorism-are-non-negotiable,News
4,2_Belt and Road Initiative (BRI),223,989,King Salman Recomposes Majlis Al-Shura (Consultative Council),2-Dec-16,https://saudiembassy.net/news/king-salman-recomposes-majlis-al-shura-consultative-council,News
4,3_Diplomatic Relations,10,776,King Salman Receives Sudanese President,18-Jul-17,https://saudiembassy.net/news/king-salman-receives-sudanese-president,News
4,4_Technology and Innovation,219,985,"Kingdom Issues 2017 Budget, Projects Major Deficit Reduction",22-Dec-16,https://saudiembassy.net/news/kingdom-issues-2017-budget-projects-major-deficit-reduction,News
4,5_Cultural Exchange,27,793,KSrelief's First Shipments of Anti-Cholera drugs Arrived in Yemen,10-Jun-17,https://saudiembassy.net/news/ksreliefs-first-shipments-anti-cholera-drugs-arrived-yemen,News
4,6_Geopolitical Strategy,853,1619,Foreign Ministry Welcomes UN Security Council Resolution Condemning Israeli Settlements,24-Dec-16,https://saudiembassy.net/news/foreign-ministry-welcomes-un-security-council-resolution-condemning-israeli-settlements,News
4,7_Trade Agreements,490,1256,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
4,8_Infrastructure Development,521,1287,"Foreign Minister Underscored the Strength of Saudi-US Relations, Addressing Continued and Expanded Areas of Cooperation",18-Jan-17,https://saudiembassy.net/news/foreign-minister-underscored-strength-saudi-us-relations-addressing-continued-and-expanded,News
4,Other_1,491,1257,King Salman Sends Cable of Condolences to President Putin,3-Apr-17,https://saudiembassy.net/news/king-salman-sends-cable-condolences-president-putin,News
4,Other_2,140,906,Saudi Ambassador to the US Opens Photo Exhibition,21-Nov-15,https://saudiembassy.net/news/saudi-ambassador-us-opens-photo-exhibition,News
4,Other_3,481,1247,Coalition Destroys Katyusha Rocket-Launcher in Yemen,19-Apr-17,https://saudiembassy.net/news/coalition-destroys-katyusha-rocket-launcher-yemen,News
5,1_Economic Cooperation,201,967,Saudi Foreign Minister: Demands on Qatar to Stop Funding Terrorism are Non-Negotiable,27-Jun-17,https://saudiembassy.net/news/saudi-foreign-minister-demands-qatar-stop-funding-terrorism-are-non-negotiable,News
5,2_Belt and Road Initiative (BRI),156,922,Saudi Geological Survey Announces Discovery of Large Copper Fields,18-May-15,https://saudiembassy.net/news/saudi-geological-survey-announces-discovery-large-copper-fields,News
5,3_Diplomatic Relations,191,957,King Salman Receives Sudanese President,18-Jul-17,https://saudiembassy.net/news/king-salman-receives-sudanese-president,News
5,4_Technology and Innovation,128,894,"Kingdom Issues 2017 Budget, Projects Major Deficit Reduction",22-Dec-16,https://saudiembassy.net/news/kingdom-issues-2017-budget-projects-major-deficit-reduction,News
5,5_Cultural Exchange,167,933,KSrelief's First Shipments of Anti-Cholera drugs Arrived in Yemen,10-Jun-17,https://saudiembassy.net/news/ksreliefs-first-shipments-anti-cholera-drugs-arrived-yemen,News
5,6_Geopolitical Strategy,1026,1792,Kingdom Condemns Unfounded Statements Regarding the Raef Badawi Case,11-Jun-15,https://saudiembassy.net/news/kingdom-condemns-unfounded-statements-regarding-raef-badawi-case,News
5,7_Trade Agreements,985,1751,GCC Leaders Arrived in Riyadh for 15th Consultative Meeting,5-May-15,https://saudiembassy.net/news/gcc-leaders-arrived-riyadh-15th-consultative-meeting,News
5,8_Infrastructure Development,960,1726,Saudi Arabia and Namibia Establish Diplomatic Relations,30-Jul-15,https://saudiembassy.net/news/saudi-arabia-and-namibia-establish-diplomatic-relations,News
5,Other_1,778,1544,King Salman Sends Cable of Condolences to President Putin,3-Apr-17,https://saudiembassy.net/news/king-salman-sends-cable-condolences-president-putin,News
5,Other_2,997,1763,Saudi Navy Evacuates Embassy Staff from Yemen,28-Mar-15,https://saudiembassy.net/news/saudi-navy-evacuates-embassy-staff-yemen,News
5,Other_3,438,1204,Air Defense Intercept Houthi Missile,20-Sep-16,https://saudiembassy.net/news/air-defense-intercept-houthi-missile,News
6,1_Economic Cooperation,326,1092,Saudi Foreign Minister: Demands on Qatar to Stop Funding Terrorism are Non-Negotiable,27-Jun-17,https://saudiembassy.net/news/saudi-foreign-minister-demands-qatar-stop-funding-terrorism-are-non-negotiable,News
6,2_Belt and Road Initiative (BRI),1048,1814,New Virtue Commission Head Appointed,14-Feb-09,https://saudiembassy.net/news/new-virtue-commission-head-appointed,News
6,3_Diplomatic Relations,808,1574,Royal Court: Deputy Crown Prince Leaves to United States for a Meeting With President Trump,12-Mar-17,https://saudiembassy.net/news/royal-court-deputy-crown-prince-leaves-united-states-meeting-president-trump,News
6,4_Technology and Innovation,430,1196,Saudi Arabia Pays Share to Palestinian Authority's Budget for Eight Months,15-Dec-16,https://saudiembassy.net/news/saudi-arabia-pays-share-palestinian-authoritys-budget-eight-months,News
6,5_Cultural Exchange,419,1185,"KSRELIEF Distributes 300,000 Food Baskets in Yemen",9-Jan-17,https://saudiembassy.net/news/ksrelief-distributes-300000-food-baskets-yemen,News
6,6_Geopolitical Strategy,390,1156,GCC Ministerial Council Concludes 142nd Session in Riyadh,30-Mar-17,https://saudiembassy.net/news/gcc-ministerial-council-concludes-142nd-session-riyadh,News
6,7_Trade Agreements,780,1546,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
6,8_Infrastructure Development,899,1665,Saudi Arabia and Costa Rica Establish Diplomatic Relations,7-Dec-15,https://saudiembassy.net/news/saudi-arabia-and-costa-rica-establish-diplomatic-relations,News
6,Other_1,356,1122,King Salman Condolences Egyptian President on Bus Attack,26-May-17,https://saudiembassy.net/news/king-salman-condolences-egyptian-president-bus-attack,News
6,Other_2,319,1085,Statement Following the Conclusion of Pensacola Naval Air Station Attack Investigation,13-Jan-20,https://saudiembassy.net/news/statement-following-conclusion-pensacola-naval-air-station-attack-investigation,News
6,Other_3,534,1300,Air Defense Intercept Houthi Missile,20-Sep-16,https://saudiembassy.net/news/air-defense-intercept-houthi-missile,News
7,1_Economic Cooperation,482,1248,Letter to the Editor Saudi Government Denies Funding 9/11 Attacks,14-Apr-17,https://saudiembassy.net/news/letter-editor-saudi-government-denies-funding-911-attacks,News
7,2_Belt and Road Initiative (BRI),620,1386,King Abdullah Awarded Arab Federation for Libraries and Information (AFLI) prize,4-Dec-09,https://saudiembassy.net/news/king-abdullah-awarded-arab-federation-libraries-and-information-afli-prize,News
7,3_Diplomatic Relations,835,1601,"King Salman, Crown Prince Mohammad Hold Talks with Turkish President",14-Feb-17,https://saudiembassy.net/news/king-salman-crown-prince-mohammad-hold-talks-turkish-president,News
7,4_Technology and Innovation,683,1449,Saudi Arabia Pays Share to Palestinian Authority's Budget for Eight Months,15-Dec-16,https://saudiembassy.net/news/saudi-arabia-pays-share-palestinian-authoritys-budget-eight-months,News
7,5_Cultural Exchange,680,1446,"KSRELIEF Distributes 300,000 Food Baskets in Yemen",9-Jan-17,https://saudiembassy.net/news/ksrelief-distributes-300000-food-baskets-yemen,News
7,6_Geopolitical Strategy,106,872,GCC Ministerial Council Concludes 142nd Session in Riyadh,30-Mar-17,https://saudiembassy.net/news/gcc-ministerial-council-concludes-142nd-session-riyadh,News
7,7_Trade Agreements,37,803,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
7,8_Infrastructure Development,953,1719,Saudi Arabia and Fiji Establish Diplomatic Relations,5-Aug-15,https://saudiembassy.net/news/saudi-arabia-and-fiji-establish-diplomatic-relations,News
7,Other_1,473,1239,King Salman Condolences Egyptian President on Bus Attack,26-May-17,https://saudiembassy.net/news/king-salman-condolences-egyptian-president-bus-attack,News
7,Other_2,209,975,Statement Following the Conclusion of Pensacola Naval Air Station Attack Investigation,13-Jan-20,https://saudiembassy.net/news/statement-following-conclusion-pensacola-naval-air-station-attack-investigation,News
7,Other_3,47,813,Saudi Air Defense Forces Intercept a Missile Launched from Yemen,27-Dec-15,https://saudiembassy.net/news/saudi-air-defense-forces-intercept-missile-launched-yemen,News
8,1_Economic Cooperation,341,1107,Letter to the Editor Saudi Government Denies Funding 9/11 Attacks,14-Apr-17,https://saudiembassy.net/news/letter-editor-saudi-government-denies-funding-911-attacks,News
8,2_Belt and Road Initiative (BRI),649,1415,King Faisal International Prizes for 2008 Presented,9-Mar-08,https://saudiembassy.net/news/king-faisal-international-prizes-2008-presented,News
8,3_Diplomatic Relations,1067,1833,Royal Court: Deputy Crown Prince Leaves to United States for a Meeting With President Trump,12-Mar-17,https://saudiembassy.net/news/royal-court-deputy-crown-prince-leaves-united-states-meeting-president-trump,News
8,4_Technology and Innovation,46,812,"Saudi Arabia Announces Budget for 2016???€?""December 28","2015""",https://saudiembassy.net/news/saudi-arabia-announces-budget-2016%E2%80%8E,News
8,5_Cultural Exchange,704,1470,King Salman Center for Relief Provides Extra Aid for Yemeni Refugees in Djibouti,5-Nov-15,https://saudiembassy.net/news/king-salman-center-relief-provides-extra-aid-yemeni-refugees-djibouti,News
8,6_Geopolitical Strategy,785,1551,GCC Ministerial Council Concludes 142nd Session in Riyadh,30-Mar-17,https://saudiembassy.net/news/gcc-ministerial-council-concludes-142nd-session-riyadh,News
8,7_Trade Agreements,399,1165,Vice Custodian of the Two Holy Mosques Chairs Cabinet Session,13-Mar-17,https://saudiembassy.net/news/vice-custodian-two-holy-mosques-chairs-cabinet-session,News
8,8_Infrastructure Development,684,1450,Saudi King Says Nation Is Committed to Regional Security and Economic Development,14-Dec-16,https://saudiembassy.net/news/saudi-king-says-nation-committed-regional-security-and-economic-development,News
8,Other_1,369,1135,Kingdom Condemns Car Bomb Attack in Baghdad,30-Apr-17,https://saudiembassy.net/news/kingdom-condemns-car-bomb-attack-baghdad,News
8,Other_2,142,908,Saudi Embassy Celebrates 85th National Day,30-Sep-15,https://saudiembassy.net/news/saudi-embassy-celebrates-85th-national-day,News
8,Other_3,398,1164,Saudi Air Defense Intercepts Missile Fired by Houthis Towards Jizan,17-Mar-17,https://saudiembassy.net/news/saudi-air-defense-intercepts-missile-fired-houthis-towards-jizan,News
9,1_Economic Cooperation,137,903,Letter to the Editor Saudi Government Denies Funding 9/11 Attacks,14-Apr-17,https://saudiembassy.net/news/letter-editor-saudi-government-denies-funding-911-attacks,News
9,2_Belt and Road Initiative (BRI),566,1332,Winners of King Faisal International Prize for 2012 Announced,17-Jan-12,https://saudiembassy.net/news/winners-king-faisal-international-prize-2012-announced,News
9,3_Diplomatic Relations,187,953,King Salman Holds Talks With Turkish President Hold Talks in Jeddah,23-Jul-17,https://saudiembassy.net/news/king-salman-holds-talks-turkish-president-hold-talks-jeddah,News
9,4_Technology and Innovation,857,1623,Saudi Arabia Pays Share to Palestinian Authority's Budget for Eight Months,15-Dec-16,https://saudiembassy.net/news/saudi-arabia-pays-share-palestinian-authoritys-budget-eight-months,News
9,5_Cultural Exchange,708,1474,Tenth Saudi Relief Plane Arrives in Yemen,28-Aug-15,https://saudiembassy.net/news/tenth-saudi-relief-plane-arrives-yemen,News
9,6_Geopolitical Strategy,493,1259,GCC Ministerial Council Concludes 142nd Session in Riyadh,30-Mar-17,https://saudiembassy.net/news/gcc-ministerial-council-concludes-142nd-session-riyadh,News
9,7_Trade Agreements,387,1153,King Salman Chairs Cabinet's Session,3-Apr-17,https://saudiembassy.net/news/king-salman-chairs-cabinets-session-2,News
9,8_Infrastructure Development,859,1625,Saudi King Says Nation Is Committed to Regional Security and Economic Development,14-Dec-16,https://saudiembassy.net/news/saudi-king-says-nation-committed-regional-security-and-economic-development,News
9,Other_1,478,1244,Kingdom Condemns Car Bomb Attack in Baghdad,30-Apr-17,https://saudiembassy.net/news/kingdom-condemns-car-bomb-attack-baghdad,News
9,Other_2,657,1423,Saudi Food and Drug Authority Bans Poultry Meat from 13 US States and Bhutan,28-May-15,https://saudiembassy.net/news/saudi-food-and-drug-authority-bans-poultry-meat-13-us-states-and-bhutan,News
9,Other_3,395,1161,Houth Ballistic Missiles Intercepted by Saudi Air Defense Forces,22-Mar-17,https://saudiembassy.net/news/houth-ballistic-missiles-intercepted-saudi-air-defense-forces,News
10,1_Economic Cooperation,741,1507,Kingdom of Saudi Arabia Cuts Off Diplomatic and Consular Relations With the State of Qatar,5-Jun-17,https://saudiembassy.net/news/kingdom-saudi-arabia-cuts-diplomatic-and-consular-relations-state-qatar,News
10,2_Belt and Road Initiative (BRI),632,1398,Winners of the 2009 King Faisal International Prizes Announced,27-Jan-09,https://saudiembassy.net/news/winners-2009-king-faisal-international-prizes-announced,News
10,3_Diplomatic Relations,969,1735,Deputy Crown Prince Meets French Foreign Minister,24-Jun-15,https://saudiembassy.net/news/deputy-crown-prince-meets-french-foreign-minister,News
10,4_Technology and Innovation,275,1041,Deputy Islamic Affairs Minister Receives Visiting USCIRF Delegation,15-Feb-17,https://saudiembassy.net/news/deputy-islamic-affairs-minister-receives-visiting-uscirf-delegation,News
10,5_Cultural Exchange,711,1477,Ninth Saudi Relief Plane Arrives in Yemen,20-Aug-15,https://saudiembassy.net/news/ninth-saudi-relief-plane-arrives-yemen,News
10,6_Geopolitical Strategy,268,1034,Royal Court: King's Efforts on Al-Aqsa are Culminated With Success,27-Jul-17,https://saudiembassy.net/news/royal-court-kings-efforts-al-aqsa-are-culminated-success,News
10,7_Trade Agreements,814,1580,Vice Custodian of the Two Holy Mosques Chairs Cabinet Session,6-Mar-17,https://saudiembassy.net/news/vice-custodian-two-holy-mosques-chairs-cabinet-session-0,News
10,8_Infrastructure Development,220,986,Saudi King Says Nation Is Committed to Regional Security and Economic Development,14-Dec-16,https://saudiembassy.net/news/saudi-king-says-nation-committed-regional-security-and-economic-development,News
10,Other_1,931,1697,Kingdom Condemns Terrorist Bombing in Ankara,10-Oct-15,https://saudiembassy.net/news/kingdom-condemns-terrorist-bombing-ankara,News
10,Other_2,53,819,Statement Following the Conclusion of Pensacola Naval Air Station Attack Investigation,13-Jan-20,https://saudiembassy.net/news/statement-following-conclusion-pensacola-naval-air-station-attack-investigation,News
10,Other_3,793,1559,Houth Ballistic Missiles Intercepted by Saudi Air Defense Forces,22-Mar-17,https://saudiembassy.net/news/houth-ballistic-missiles-intercepted-saudi-air-defense-forces,News
