Iteration,Topic,alpha
240,4_Technology and Innovation,0.06737437407195743
240,5_Cultural Exchange,0.13314728109068966
240,6_Geopolitical Strategy,0.11544318503912784
240,7_Trade Agreements,0.06559245974540087
240,8_Infrastructure Development,0.09846035190098505
250,1_Economic Cooperation,0.05028989157453522
250,2_Belt and Road Initiative (BRI),0.0978542079398184
250,3_Diplomatic Relations,0.24869750273133412
250,4_Technology and Innovation,0.06955837958395805
250,5_Cultural Exchange,0.14197652166577743
250,6_Geopolitical Strategy,0.09784079687337653
250,7_Trade Agreements,0.07012007776055575
250,8_Infrastructure Development,0.08883879782744392
260,1_Economic Cooperation,0.0483298491263744
260,2_Belt and Road Initiative (BRI),0.0947178391683971
260,3_Diplomatic Relations,0.21523365707667128
260,4_Technology and Innovation,0.07374894539297777
260,5_Cultural Exchange,0.13764089288757153
260,6_Geopolitical Strategy,0.11351883715207446
260,7_Trade Agreements,0.06214807919266935
260,8_Infrastructure Development,0.09975634743983383
270,1_Economic Cooperation,0.047818624398142655
270,2_Belt and Road Initiative (BRI),0.09277933682207762
270,3_Diplomatic Relations,0.21831416429391953
270,4_Technology and Innovation,0.07164598616666881
270,5_Cultural Exchange,0.13930821451506625
270,6_Geopolitical Strategy,0.10564271893530405
270,7_Trade Agreements,0.0647752578696169
270,8_Infrastructure Development,0.09902995112755046
280,1_Economic Cooperation,0.054514865028246304
280,2_Belt and Road Initiative (BRI),0.08597516750039391
280,3_Diplomatic Relations,0.23758591094088113
280,4_Technology and Innovation,0.07102265538940836
280,5_Cultural Exchange,0.14025936680788145
280,6_Geopolitical Strategy,0.11020893580949494
280,7_Trade Agreements,0.0588238239524493
280,8_Infrastructure Development,0.09842841189989944
290,1_Economic Cooperation,0.049877702277698145
290,2_Belt and Road Initiative (BRI),0.08878110194807716
290,3_Diplomatic Relations,0.22421296887661785
290,4_Technology and Innovation,0.06675955880281895
290,5_Cultural Exchange,0.12782747105262984
290,6_Geopolitical Strategy,0.10273972344502233
290,7_Trade Agreements,0.056571183137385184
290,8_Infrastructure Development,0.09450826173054395
300,1_Economic Cooperation,0.049976774629534655
300,2_Belt and Road Initiative (BRI),0.08784906914373027
300,3_Diplomatic Relations,0.21415404333724994
300,4_Technology and Innovation,0.06451523146357323
300,5_Cultural Exchange,0.13088088856612232
300,6_Geopolitical Strategy,0.11079845073293787
300,7_Trade Agreements,0.0596939951600923
300,8_Infrastructure Development,0.08891914204321023
310,1_Economic Cooperation,0.052195253833530714
310,2_Belt and Road Initiative (BRI),0.08971930374771324
310,3_Diplomatic Relations,0.2219490991461244
310,4_Technology and Innovation,0.06311214697634253
310,5_Cultural Exchange,0.12730365517872655
310,6_Geopolitical Strategy,0.10447021910764911
310,7_Trade Agreements,0.05506864945456931
310,8_Infrastructure Development,0.09177907646544184
320,1_Economic Cooperation,0.046428867858954295
320,2_Belt and Road Initiative (BRI),0.08717603560048708
320,3_Diplomatic Relations,0.22585428646338598
320,4_Technology and Innovation,0.064227962782516
320,5_Cultural Exchange,0.13501322904030336
320,6_Geopolitical Strategy,0.11104006420037343
320,7_Trade Agreements,0.06008786508415739
320,8_Infrastructure Development,0.08991699701608556
330,1_Economic Cooperation,0.04095309624751299
330,2_Belt and Road Initiative (BRI),0.08300196308816844
330,3_Diplomatic Relations,0.22205319845978727
330,4_Technology and Innovation,0.0650113934120675
330,5_Cultural Exchange,0.12873363654614842
330,6_Geopolitical Strategy,0.10474463174968576
330,7_Trade Agreements,0.05773635493236959
330,8_Infrastructure Development,0.09729360307484648
340,1_Economic Cooperation,0.04908943679001737
340,2_Belt and Road Initiative (BRI),0.07846217388942413
340,3_Diplomatic Relations,0.21346593395874175
340,4_Technology and Innovation,0.05430911251317819
340,5_Cultural Exchange,0.1255990847331318
340,6_Geopolitical Strategy,0.10662579683404237
340,7_Trade Agreements,0.050379203961581104
340,8_Infrastructure Development,0.10067902601934778
350,1_Economic Cooperation,0.04779835113661758
350,2_Belt and Road Initiative (BRI),0.08243790353728682
350,3_Diplomatic Relations,0.21115809753599982
350,4_Technology and Innovation,0.056029816573704684
350,5_Cultural Exchange,0.12669706612357004
350,6_Geopolitical Strategy,0.10442768084774164
350,7_Trade Agreements,0.061579330147506564
350,8_Infrastructure Development,0.08322268196651904
360,1_Economic Cooperation,0.04418690651140416
360,2_Belt and Road Initiative (BRI),0.07848666395672631
360,3_Diplomatic Relations,0.2131632795638681
360,4_Technology and Innovation,0.054038158075030866
360,5_Cultural Exchange,0.12134000297673936
360,6_Geopolitical Strategy,0.0996304336031419
360,7_Trade Agreements,0.05250948887018095
360,8_Infrastructure Development,0.09560957778925412
370,1_Economic Cooperation,0.03921642004307959
370,2_Belt and Road Initiative (BRI),0.08024897751737174
370,3_Diplomatic Relations,0.20785236570726634
370,4_Technology and Innovation,0.061455495353068754
370,5_Cultural Exchange,0.12430131548597659
370,6_Geopolitical Strategy,0.09603365131609962
370,7_Trade Agreements,0.05280846358104115
370,8_Infrastructure Development,0.09042786208342159
380,1_Economic Cooperation,0.04301646981670091
380,2_Belt and Road Initiative (BRI),0.0778926207189765
380,3_Diplomatic Relations,0.20621215570020357
380,4_Technology and Innovation,0.0638076761073851
380,5_Cultural Exchange,0.11569868096327304
380,6_Geopolitical Strategy,0.09629311504255766
380,7_Trade Agreements,0.05176065593291298
380,8_Infrastructure Development,0.08908253413210802
390,1_Economic Cooperation,0.04475599982739741
390,2_Belt and Road Initiative (BRI),0.08255594961397268
390,3_Diplomatic Relations,0.21191520450974657
390,4_Technology and Innovation,0.06870994291835074
390,5_Cultural Exchange,0.12535612043858949
390,6_Geopolitical Strategy,0.108467854099389
390,7_Trade Agreements,0.056524805790313444
390,8_Infrastructure Development,0.09224920612316347
400,1_Economic Cooperation,0.04141830819531335
400,2_Belt and Road Initiative (BRI),0.09390833194572268
400,3_Diplomatic Relations,0.21156162424943745
400,4_Technology and Innovation,0.06337212810908105
400,5_Cultural Exchange,0.12643614968968164
400,6_Geopolitical Strategy,0.10321117527973758
400,7_Trade Agreements,0.05425519243412678
400,8_Infrastructure Development,0.08882158501486931
410,1_Economic Cooperation,0.04591311957183019
410,2_Belt and Road Initiative (BRI),0.07938588925833612
410,3_Diplomatic Relations,0.2098128475472957
410,4_Technology and Innovation,0.054781849927567024
410,5_Cultural Exchange,0.11904843791067649
410,6_Geopolitical Strategy,0.10060608741754544
410,7_Trade Agreements,0.05163013882274113
410,8_Infrastructure Development,0.09227051977343022
420,1_Economic Cooperation,0.04374482115024892
420,2_Belt and Road Initiative (BRI),0.07472191614750275
420,3_Diplomatic Relations,0.20546222431881947
420,4_Technology and Innovation,0.06664159319885889
420,5_Cultural Exchange,0.12346096514480741
420,6_Geopolitical Strategy,0.09907109467629747
420,7_Trade Agreements,0.05143368903476812
420,8_Infrastructure Development,0.08806624714188976
430,1_Economic Cooperation,0.04069063592136319
430,2_Belt and Road Initiative (BRI),0.08876732324061556
430,3_Diplomatic Relations,0.20840463620545055
430,4_Technology and Innovation,0.066714486804201
430,5_Cultural Exchange,0.12203153158593726
430,6_Geopolitical Strategy,0.10246285587321705
430,7_Trade Agreements,0.05440812400018354
430,8_Infrastructure Development,0.0852830558874192
440,1_Economic Cooperation,0.03968635494252812
440,2_Belt and Road Initiative (BRI),0.08400183280287427
440,3_Diplomatic Relations,0.21386695940582529
440,4_Technology and Innovation,0.0604472191338048
440,5_Cultural Exchange,0.11864014727633782
440,6_Geopolitical Strategy,0.10682663491244822
440,7_Trade Agreements,0.05034713970962269
440,8_Infrastructure Development,0.09585158056436952
450,1_Economic Cooperation,0.040475600755037346
450,2_Belt and Road Initiative (BRI),0.07971441501929769
450,3_Diplomatic Relations,0.20837441740329757
450,4_Technology and Innovation,0.06405677405406045
450,5_Cultural Exchange,0.11169760648454939
450,6_Geopolitical Strategy,0.11112862375317534
450,7_Trade Agreements,0.05092632230987672
450,8_Infrastructure Development,0.09422775376092218
460,1_Economic Cooperation,0.037960587906493336
460,2_Belt and Road Initiative (BRI),0.08128635006475855
460,3_Diplomatic Relations,0.20066492658483132
460,4_Technology and Innovation,0.05449211205697515
460,5_Cultural Exchange,0.11367578112309129
460,6_Geopolitical Strategy,0.10936845206107605
460,7_Trade Agreements,0.04784166500368403
460,8_Infrastructure Development,0.09163738552905282
470,1_Economic Cooperation,0.03876424780769624
470,2_Belt and Road Initiative (BRI),0.08068760474465386
470,3_Diplomatic Relations,0.2071608290171108
470,4_Technology and Innovation,0.05374211561493958
470,5_Cultural Exchange,0.10830596092565749
470,6_Geopolitical Strategy,0.09777748466476642
470,7_Trade Agreements,0.050619757803425106
470,8_Infrastructure Development,0.08704395158076081
480,1_Economic Cooperation,0.03904973196585029
480,2_Belt and Road Initiative (BRI),0.07328512419568757
480,3_Diplomatic Relations,0.20464385515194566
480,4_Technology and Innovation,0.055334036048123626
480,5_Cultural Exchange,0.10195752487726388
480,6_Geopolitical Strategy,0.10850810394563759
480,7_Trade Agreements,0.0492734180854834
480,8_Infrastructure Development,0.0968813103287484
490,1_Economic Cooperation,0.03839298313057082
490,2_Belt and Road Initiative (BRI),0.07730067937292796
490,3_Diplomatic Relations,0.20547855013657254
490,4_Technology and Innovation,0.060319679516622586
490,5_Cultural Exchange,0.11305610974087241
490,6_Geopolitical Strategy,0.10427860971881533
490,7_Trade Agreements,0.04778930753512823
490,8_Infrastructure Development,0.09705815897451303
500,1_Economic Cooperation,0.03759172931673934
500,2_Belt and Road Initiative (BRI),0.07483429875338708
500,3_Diplomatic Relations,0.1983527201455315
500,4_Technology and Innovation,0.054229978584423306
500,5_Cultural Exchange,0.09809612629492019
500,6_Geopolitical Strategy,0.10316134037155382
500,7_Trade Agreements,0.044341886598334254
500,8_Infrastructure Development,0.09218078173459444
510,1_Economic Cooperation,0.03277980647422689
510,2_Belt and Road Initiative (BRI),0.0759544885196837
510,3_Diplomatic Relations,0.2115709569334664
510,4_Technology and Innovation,0.056276473504569956
510,5_Cultural Exchange,0.11476307457959645
510,6_Geopolitical Strategy,0.09937292398977648
510,7_Trade Agreements,0.0456355173760156
510,8_Infrastructure Development,0.09306989274290127
520,1_Economic Cooperation,0.03469559150038928
520,2_Belt and Road Initiative (BRI),0.08225106293213823
520,3_Diplomatic Relations,0.19721925381690664
520,4_Technology and Innovation,0.04720594318610521
520,5_Cultural Exchange,0.10326905998241717
520,6_Geopolitical Strategy,0.09228614473993975
520,7_Trade Agreements,0.05076786835489329
520,8_Infrastructure Development,0.08823512884503285
530,1_Economic Cooperation,0.04018267108643211
530,2_Belt and Road Initiative (BRI),0.07174398817491598
530,3_Diplomatic Relations,0.21359956266214267
530,4_Technology and Innovation,0.046883648454088975
530,5_Cultural Exchange,0.10745640715858558
530,6_Geopolitical Strategy,0.09927872414454399
530,7_Trade Agreements,0.04558165154948493
530,8_Infrastructure Development,0.0866712400840175
540,1_Economic Cooperation,0.03598461025813937
540,2_Belt and Road Initiative (BRI),0.08192778375576928
540,3_Diplomatic Relations,0.20211263760513576
540,4_Technology and Innovation,0.047296291060976575
540,5_Cultural Exchange,0.10370841276403511
540,6_Geopolitical Strategy,0.10266778605185045
540,7_Trade Agreements,0.044889658370989564
540,8_Infrastructure Development,0.08630240371015047
550,1_Economic Cooperation,0.03486778768105764
550,2_Belt and Road Initiative (BRI),0.07720104002878911
550,3_Diplomatic Relations,0.20863951642573156
550,4_Technology and Innovation,0.05111417111081694
550,5_Cultural Exchange,0.10725824249700926
550,6_Geopolitical Strategy,0.09506131645617343
550,7_Trade Agreements,0.04883169612992415
550,8_Infrastructure Development,0.08860725988189473
560,1_Economic Cooperation,0.03309758193856244
560,2_Belt and Road Initiative (BRI),0.0766501833413518
560,3_Diplomatic Relations,0.1961917248727715
560,4_Technology and Innovation,0.04657975936704511
560,5_Cultural Exchange,0.11064258112769453
560,6_Geopolitical Strategy,0.09310361068502573
560,7_Trade Agreements,0.04164558567321409
560,8_Infrastructure Development,0.08585085737182646
570,1_Economic Cooperation,0.03223599243249347
570,2_Belt and Road Initiative (BRI),0.06753687383440239
570,3_Diplomatic Relations,0.1857433214722314
570,4_Technology and Innovation,0.044974593362525093
570,5_Cultural Exchange,0.1046240335073624
570,6_Geopolitical Strategy,0.09552133448138599
570,7_Trade Agreements,0.048550463250774924
570,8_Infrastructure Development,0.08696566250996186
580,1_Economic Cooperation,0.04062687303923127
580,2_Belt and Road Initiative (BRI),0.07935269212949456
580,3_Diplomatic Relations,0.20776395169267156
580,4_Technology and Innovation,0.044557276283474674
580,5_Cultural Exchange,0.11705130216428936
580,6_Geopolitical Strategy,0.10081645022256988
580,7_Trade Agreements,0.043254657950234456
580,8_Infrastructure Development,0.08957233398730972
590,1_Economic Cooperation,0.037141905054073485
590,2_Belt and Road Initiative (BRI),0.07387806401717416
590,3_Diplomatic Relations,0.18555178632052954
590,4_Technology and Innovation,0.045508368091439634
590,5_Cultural Exchange,0.10431307097579166
590,6_Geopolitical Strategy,0.09687710610446676
590,7_Trade Agreements,0.04793309753952075
590,8_Infrastructure Development,0.08588471665185073
600,1_Economic Cooperation,0.03656901241504002
600,2_Belt and Road Initiative (BRI),0.07106448485814157
600,3_Diplomatic Relations,0.18434337383489832
600,4_Technology and Innovation,0.04344933738474516
600,5_Cultural Exchange,0.10182264481181152
600,6_Geopolitical Strategy,0.0979035194604587
600,7_Trade Agreements,0.04690280023294625
600,8_Infrastructure Development,0.07945033154072906
610,1_Economic Cooperation,0.037039503831491107
610,2_Belt and Road Initiative (BRI),0.07095925534223668
610,3_Diplomatic Relations,0.1808607465421336
610,4_Technology and Innovation,0.04258746916273798
610,5_Cultural Exchange,0.09830601459722225
610,6_Geopolitical Strategy,0.0992792206978443
610,7_Trade Agreements,0.04467515904798421
610,8_Infrastructure Development,0.08376323248836659
620,1_Economic Cooperation,0.036753610569277666
620,2_Belt and Road Initiative (BRI),0.06218236026043933
620,3_Diplomatic Relations,0.17456180432762583
620,4_Technology and Innovation,0.04377715913444733
620,5_Cultural Exchange,0.09724605188825504
620,6_Geopolitical Strategy,0.08926374795692923
620,7_Trade Agreements,0.04756789013963347
620,8_Infrastructure Development,0.08711765577174262
630,1_Economic Cooperation,0.037130528170122225
630,2_Belt and Road Initiative (BRI),0.06726983671797514
630,3_Diplomatic Relations,0.1830346378639057
630,4_Technology and Innovation,0.04517066638394376
630,5_Cultural Exchange,0.10578841223904088
630,6_Geopolitical Strategy,0.09678080279893976
630,7_Trade Agreements,0.04123057542455451
630,8_Infrastructure Development,0.09284260137593212
640,1_Economic Cooperation,0.03646380316993739
640,2_Belt and Road Initiative (BRI),0.07089135872377367
640,3_Diplomatic Relations,0.20381703131276616
640,4_Technology and Innovation,0.043876807287045044
640,5_Cultural Exchange,0.107833200129264
640,6_Geopolitical Strategy,0.08770192507903095
640,7_Trade Agreements,0.04020558305771053
640,8_Infrastructure Development,0.08015769777760277
650,1_Economic Cooperation,0.03183417565794759
650,2_Belt and Road Initiative (BRI),0.07705944602008186
650,3_Diplomatic Relations,0.19962848703948177
650,4_Technology and Innovation,0.04075940474938811
650,5_Cultural Exchange,0.098840973980316
650,6_Geopolitical Strategy,0.10177772543745378
650,7_Trade Agreements,0.04499271302848188
650,8_Infrastructure Development,0.08257981855911309
660,1_Economic Cooperation,0.03059758759443509
660,2_Belt and Road Initiative (BRI),0.06873857230901771
660,3_Diplomatic Relations,0.17992643413361023
660,4_Technology and Innovation,0.03936289929432738
660,5_Cultural Exchange,0.10055627009144516
660,6_Geopolitical Strategy,0.09814257269978496
660,7_Trade Agreements,0.04353372080539073
660,8_Infrastructure Development,0.07599285064970716
670,1_Economic Cooperation,0.03099103614636708
670,2_Belt and Road Initiative (BRI),0.06790698503327297
670,3_Diplomatic Relations,0.19428298314405748
670,4_Technology and Innovation,0.03943489235729002
670,5_Cultural Exchange,0.10151645821357955
670,6_Geopolitical Strategy,0.10062955820204621
670,7_Trade Agreements,0.044234079443720375
670,8_Infrastructure Development,0.08295547779176413
680,1_Economic Cooperation,0.03729972171018016
680,2_Belt and Road Initiative (BRI),0.07737348353494022
680,3_Diplomatic Relations,0.18446528038524485
680,4_Technology and Innovation,0.04207603922541318
680,5_Cultural Exchange,0.109853802985916
680,6_Geopolitical Strategy,0.09628293841010684
680,7_Trade Agreements,0.045402469759702885
680,8_Infrastructure Development,0.0759567872034123
690,1_Economic Cooperation,0.03995024325328751
690,2_Belt and Road Initiative (BRI),0.07382444744090044
690,3_Diplomatic Relations,0.18203279006202475
690,4_Technology and Innovation,0.04294985823229192
690,5_Cultural Exchange,0.10716832743290733
690,6_Geopolitical Strategy,0.09078513007678808
690,7_Trade Agreements,0.043945859649447916
690,8_Infrastructure Development,0.07908385147752925
700,1_Economic Cooperation,0.03785359860302277
700,2_Belt and Road Initiative (BRI),0.07557387695178508
700,3_Diplomatic Relations,0.1849156944268032
700,4_Technology and Innovation,0.04143101734236868
700,5_Cultural Exchange,0.09775951587835363
700,6_Geopolitical Strategy,0.09690608395356826
700,7_Trade Agreements,0.04327969716189992
700,8_Infrastructure Development,0.07939467908777288
710,1_Economic Cooperation,0.031395323317496254
710,2_Belt and Road Initiative (BRI),0.07192707676888739
710,3_Diplomatic Relations,0.18676363929749087
710,4_Technology and Innovation,0.037380828393760925
710,5_Cultural Exchange,0.10362557321982119
710,6_Geopolitical Strategy,0.09331537523476871
710,7_Trade Agreements,0.04480479088471034
710,8_Infrastructure Development,0.08250276786845416
720,1_Economic Cooperation,0.03376674643465498
720,2_Belt and Road Initiative (BRI),0.07043710834304005
720,3_Diplomatic Relations,0.18700046289963387
720,4_Technology and Innovation,0.03796479140057738
720,5_Cultural Exchange,0.10282553770653005
720,6_Geopolitical Strategy,0.10222036231872023
720,7_Trade Agreements,0.03849021187475774
720,8_Infrastructure Development,0.08998326612764883
730,1_Economic Cooperation,0.03120828144938058
730,2_Belt and Road Initiative (BRI),0.07016192168558431
730,3_Diplomatic Relations,0.187012758808191
730,4_Technology and Innovation,0.039292960820459244
730,5_Cultural Exchange,0.10446459564200618
730,6_Geopolitical Strategy,0.10236206679129545
730,7_Trade Agreements,0.03916355075097048
730,8_Infrastructure Development,0.088995168299931815
740,1_Economic Cooperation,0.03208463095153503
740,2_Belt and Road Initiative (BRI),0.07450632637705089
740,3_Diplomatic Relations,0.1792544252546869
740,4_Technology and Innovation,0.040570435236037934
740,5_Cultural Exchange,0.09741211030632439
740,6_Geopolitical Strategy,0.09821759297365575
740,7_Trade Agreements,0.0466134317038838
740,8_Infrastructure Development,0.08274179101248993
750,1_Economic Cooperation,0.03598347412764262
750,2_Belt and Road Initiative (BRI),0.06588968452915116
750,3_Diplomatic Relations,0.18616603753625507
750,4_Technology and Innovation,0.039292312608386254
750,5_Cultural Exchange,0.10703752207656547
750,6_Geopolitical Strategy,0.09235936981870685
750,7_Trade Agreements,0.044471181811688486
750,8_Infrastructure Development,0.07718617912112496
