Iteration,Topic,alpha
270,8_Infrastructure Development,0.1134871641711271
280,1_Economic Cooperation,0.2934870153266344
280,2_Belt and Road Initiative (BRI),0.48556987352665676
280,3_Diplomatic Relations,0.21934949449630792
280,4_Technology and Innovation,0.3827115976848533
280,5_Cultural Exchange,0.15030814607843226
280,6_Geopolitical Strategy,0.4020839812403852
280,7_Trade Agreements,0.09397842893168368
280,8_Infrastructure Development,0.12410001727290844
290,1_Economic Cooperation,0.2928203870247617
290,2_Belt and Road Initiative (BRI),0.5063445022671766
290,3_Diplomatic Relations,0.20356895426698424
290,4_Technology and Innovation,0.406141953501218
290,5_Cultural Exchange,0.14185633850995985
290,6_Geopolitical Strategy,0.38160975022169397
290,7_Trade Agreements,0.08236469400243697
290,8_Infrastructure Development,0.10252506553218821
300,1_Economic Cooperation,0.283244313373847
300,2_Belt and Road Initiative (BRI),0.498578252494111
300,3_Diplomatic Relations,0.20832421575035906
300,4_Technology and Innovation,0.36819352716282994
300,5_Cultural Exchange,0.1573416765091313
300,6_Geopolitical Strategy,0.3685416439023454
300,7_Trade Agreements,0.07327635009681586
300,8_Infrastructure Development,0.12078927035260699
310,1_Economic Cooperation,0.27625322366793487
310,2_Belt and Road Initiative (BRI),0.5162174411143685
310,3_Diplomatic Relations,0.22681445305954864
310,4_Technology and Innovation,0.4247027248052783
310,5_Cultural Exchange,0.15872715351139616
310,6_Geopolitical Strategy,0.3734726734165292
310,7_Trade Agreements,0.0788949730990005
310,8_Infrastructure Development,0.12167268771356422
320,1_Economic Cooperation,0.30957722709122654
320,2_Belt and Road Initiative (BRI),0.502222514642481
320,3_Diplomatic Relations,0.21410275556829034
320,4_Technology and Innovation,0.4056755062425504
320,5_Cultural Exchange,0.14072438212774896
320,6_Geopolitical Strategy,0.3401611818031604
320,7_Trade Agreements,0.07760201009841454
320,8_Infrastructure Development,0.11183694877266476
330,1_Economic Cooperation,0.31618492695260236
330,2_Belt and Road Initiative (BRI),0.4960939268081414
330,3_Diplomatic Relations,0.20674534887330998
330,4_Technology and Innovation,0.41598528008950025
330,5_Cultural Exchange,0.14168433347003526
330,6_Geopolitical Strategy,0.3270164526499408
330,7_Trade Agreements,0.07644423717080294
330,8_Infrastructure Development,0.09175588326291015
340,1_Economic Cooperation,0.29013887613186073
340,2_Belt and Road Initiative (BRI),0.5140667064306005
340,3_Diplomatic Relations,0.19972900044900718
340,4_Technology and Innovation,0.37902879002847956
340,5_Cultural Exchange,0.15598982704970701
340,6_Geopolitical Strategy,0.3401868275882305
340,7_Trade Agreements,0.08183510043305998
340,8_Infrastructure Development,0.10482830975613265
350,1_Economic Cooperation,0.27279621173025964
350,2_Belt and Road Initiative (BRI),0.46576394942667176
350,3_Diplomatic Relations,0.22422159231559669
350,4_Technology and Innovation,0.36511718308606395
350,5_Cultural Exchange,0.1529852104030597
350,6_Geopolitical Strategy,0.3259553163486347
350,7_Trade Agreements,0.08526852077389185
350,8_Infrastructure Development,0.11385589407479005
360,1_Economic Cooperation,0.29737270113883363
360,2_Belt and Road Initiative (BRI),0.48721170262381347
360,3_Diplomatic Relations,0.1895157712901195
360,4_Technology and Innovation,0.4107358564142996
360,5_Cultural Exchange,0.14474224673073327
360,6_Geopolitical Strategy,0.31020563047172384
360,7_Trade Agreements,0.08439234230735934
360,8_Infrastructure Development,0.11184132037443151
370,1_Economic Cooperation,0.30053834321886996
370,2_Belt and Road Initiative (BRI),0.5252033101046789
370,3_Diplomatic Relations,0.21164665222467596
370,4_Technology and Innovation,0.37883917747419776
370,5_Cultural Exchange,0.1343276395946926
370,6_Geopolitical Strategy,0.34492477070703637
370,7_Trade Agreements,0.0758081289632235
370,8_Infrastructure Development,0.11494949706943842
380,1_Economic Cooperation,0.24649291217235836
380,2_Belt and Road Initiative (BRI),0.4584202903480058
380,3_Diplomatic Relations,0.1922998007376872
380,4_Technology and Innovation,0.3879796986147636
380,5_Cultural Exchange,0.14025246715513412
380,6_Geopolitical Strategy,0.31504339599514475
380,7_Trade Agreements,0.07869804792761076
380,8_Infrastructure Development,0.10188692707395036
390,1_Economic Cooperation,0.2744405123274795
390,2_Belt and Road Initiative (BRI),0.4707808743543206
390,3_Diplomatic Relations,0.19171586083383851
390,4_Technology and Innovation,0.39455193063179567
390,5_Cultural Exchange,0.12833157682218665
390,6_Geopolitical Strategy,0.32115021573622843
390,7_Trade Agreements,0.08322028017564807
390,8_Infrastructure Development,0.11058239946364087
400,1_Economic Cooperation,0.24722713971783863
400,2_Belt and Road Initiative (BRI),0.48951711822836746
400,3_Diplomatic Relations,0.2083797876391827
400,4_Technology and Innovation,0.36556085418813805
400,5_Cultural Exchange,0.1341379819176563
400,6_Geopolitical Strategy,0.32988185007438253
400,7_Trade Agreements,0.07946850386706134
400,8_Infrastructure Development,0.09781015855492924
410,1_Economic Cooperation,0.25719772131488533
410,2_Belt and Road Initiative (BRI),0.48036260795931157
410,3_Diplomatic Relations,0.18094282846416238
410,4_Technology and Innovation,0.40079135112780645
410,5_Cultural Exchange,0.13558670655821609
410,6_Geopolitical Strategy,0.3472418861763019
410,7_Trade Agreements,0.07646642265163539
410,8_Infrastructure Development,0.09185856096864059
420,1_Economic Cooperation,0.23815421179738944
420,2_Belt and Road Initiative (BRI),0.535603724723539
420,3_Diplomatic Relations,0.17685822335728058
420,4_Technology and Innovation,0.3425414439081035
420,5_Cultural Exchange,0.130190150444203
420,6_Geopolitical Strategy,0.35486670322561614
420,7_Trade Agreements,0.07872463763613749
420,8_Infrastructure Development,0.09833506501364558
430,1_Economic Cooperation,0.25106021184253774
430,2_Belt and Road Initiative (BRI),0.515112238777267
430,3_Diplomatic Relations,0.18028784395349778
430,4_Technology and Innovation,0.337798547906631
430,5_Cultural Exchange,0.13864323502946585
430,6_Geopolitical Strategy,0.29847378322471785
430,7_Trade Agreements,0.07803777272546077
430,8_Infrastructure Development,0.08620124507924823
440,1_Economic Cooperation,0.23229356097016823
440,2_Belt and Road Initiative (BRI),0.4628577747873029
440,3_Diplomatic Relations,0.20259723112146347
440,4_Technology and Innovation,0.36949105309267527
440,5_Cultural Exchange,0.1266029859479299
440,6_Geopolitical Strategy,0.2833759227333966
440,7_Trade Agreements,0.07440200745428982
440,8_Infrastructure Development,0.08267118063932645
450,1_Economic Cooperation,0.22849451683370617
450,2_Belt and Road Initiative (BRI),0.47427184403904205
450,3_Diplomatic Relations,0.18173953846398674
450,4_Technology and Innovation,0.3615721904091761
450,5_Cultural Exchange,0.13385557737815773
450,6_Geopolitical Strategy,0.2907027139995163
450,7_Trade Agreements,0.08062144550013566
450,8_Infrastructure Development,0.09724417693678726
460,1_Economic Cooperation,0.22350809267732935
460,2_Belt and Road Initiative (BRI),0.47682542650142246
460,3_Diplomatic Relations,0.19536856625635413
460,4_Technology and Innovation,0.3731608509830079
460,5_Cultural Exchange,0.12995177314764478
460,6_Geopolitical Strategy,0.2943346353142035
460,7_Trade Agreements,0.07402026351141923
460,8_Infrastructure Development,0.07982796382172236
470,1_Economic Cooperation,0.23892791565430696
470,2_Belt and Road Initiative (BRI),0.4472300690663124
470,3_Diplomatic Relations,0.19109226334923402
470,4_Technology and Innovation,0.32159823665891635
470,5_Cultural Exchange,0.12549603756639272
470,6_Geopolitical Strategy,0.30620413171106203
470,7_Trade Agreements,0.08533879497276121
470,8_Infrastructure Development,0.08797216814933424
480,1_Economic Cooperation,0.2312239985515291
480,2_Belt and Road Initiative (BRI),0.49940016157985273
480,3_Diplomatic Relations,0.17447303365438743
480,4_Technology and Innovation,0.3579718484049822
480,5_Cultural Exchange,0.13028556267973626
480,6_Geopolitical Strategy,0.2761004890625296
480,7_Trade Agreements,0.07671909249914201
480,8_Infrastructure Development,0.0817323644086086
490,1_Economic Cooperation,0.22855037094820094
490,2_Belt and Road Initiative (BRI),0.47726147309511074
490,3_Diplomatic Relations,0.17299445395224217
490,4_Technology and Innovation,0.35607500900303757
490,5_Cultural Exchange,0.13283898522587606
490,6_Geopolitical Strategy,0.28146027926538264
490,7_Trade Agreements,0.07328310539609285
490,8_Infrastructure Development,0.08755347520743124
500,1_Economic Cooperation,0.217440222607896
500,2_Belt and Road Initiative (BRI),0.46056049436245333
500,3_Diplomatic Relations,0.18481823145933918
500,4_Technology and Innovation,0.37566970240409825
500,5_Cultural Exchange,0.12691838990011517
500,6_Geopolitical Strategy,0.28757551758020006
500,7_Trade Agreements,0.06980272908148048
500,8_Infrastructure Development,0.08050124434520846
510,1_Economic Cooperation,0.20491778854102688
510,2_Belt and Road Initiative (BRI),0.47246896624063306
510,3_Diplomatic Relations,0.1684937857613384
510,4_Technology and Innovation,0.36372139396407493
510,5_Cultural Exchange,0.11712470297829312
510,6_Geopolitical Strategy,0.27177314557458776
510,7_Trade Agreements,0.07710094444421808
510,8_Infrastructure Development,0.08717540027214503
520,1_Economic Cooperation,0.2009787390008249
520,2_Belt and Road Initiative (BRI),0.4611669605783068
520,3_Diplomatic Relations,0.18516584470719483
520,4_Technology and Innovation,0.35140299328473823
520,5_Cultural Exchange,0.11858898270983237
520,6_Geopolitical Strategy,0.2881483605592748
520,7_Trade Agreements,0.07833522976526067
520,8_Infrastructure Development,0.0785009585550989
530,1_Economic Cooperation,0.2069264822185256
530,2_Belt and Road Initiative (BRI),0.43927107725589604
530,3_Diplomatic Relations,0.1518507451961072
530,4_Technology and Innovation,0.33817256860090184
530,5_Cultural Exchange,0.12132848934459914
530,6_Geopolitical Strategy,0.28817631464059706
530,7_Trade Agreements,0.07272891394761377
530,8_Infrastructure Development,0.08389981786941275
540,1_Economic Cooperation,0.21613468831254098
540,2_Belt and Road Initiative (BRI),0.4392809715543648
540,3_Diplomatic Relations,0.16946533533825844
540,4_Technology and Innovation,0.33147762950905757
540,5_Cultural Exchange,0.1313294302931616
540,6_Geopolitical Strategy,0.27605033504811805
540,7_Trade Agreements,0.08482718101305131
540,8_Infrastructure Development,0.08510065642604528
550,1_Economic Cooperation,0.20155268013331337
550,2_Belt and Road Initiative (BRI),0.47350335416305556
550,3_Diplomatic Relations,0.15286813636217897
550,4_Technology and Innovation,0.35988577466451943
550,5_Cultural Exchange,0.10379793685060242
550,6_Geopolitical Strategy,0.28803049041241985
550,7_Trade Agreements,0.0839487896132981
550,8_Infrastructure Development,0.0885729028086048
560,1_Economic Cooperation,0.19845409998496907
560,2_Belt and Road Initiative (BRI),0.4810102513006054
560,3_Diplomatic Relations,0.13604133157083553
560,4_Technology and Innovation,0.3289700273031903
560,5_Cultural Exchange,0.1295442998072541
560,6_Geopolitical Strategy,0.25426221501335605
560,7_Trade Agreements,0.07714118261054466
560,8_Infrastructure Development,0.09094686961210459
570,1_Economic Cooperation,0.19372840015066542
570,2_Belt and Road Initiative (BRI),0.49757525016406706
570,3_Diplomatic Relations,0.16057907415194592
570,4_Technology and Innovation,0.3561856041811699
570,5_Cultural Exchange,0.12276141334108441
570,6_Geopolitical Strategy,0.2700386817913574
570,7_Trade Agreements,0.09012745026886287
570,8_Infrastructure Development,0.0733512634935247
580,1_Economic Cooperation,0.19049784889483334
580,2_Belt and Road Initiative (BRI),0.48705909650908374
580,3_Diplomatic Relations,0.15406579859813443
580,4_Technology and Innovation,0.3579436526233453
580,5_Cultural Exchange,0.12386312563422601
580,6_Geopolitical Strategy,0.26260375237278444
580,7_Trade Agreements,0.08094513722051033
580,8_Infrastructure Development,0.09128643126154268
590,1_Economic Cooperation,0.21054454013494245
590,2_Belt and Road Initiative (BRI),0.45570656152646394
590,3_Diplomatic Relations,0.16076101509162669
590,4_Technology and Innovation,0.3353831504787925
590,5_Cultural Exchange,0.12265025316387428
590,6_Geopolitical Strategy,0.2534075750315627
590,7_Trade Agreements,0.0698644137274526
590,8_Infrastructure Development,0.09414634680805084
600,1_Economic Cooperation,0.1901816223510889
600,2_Belt and Road Initiative (BRI),0.45291772014350173
600,3_Diplomatic Relations,0.15376717026957673
600,4_Technology and Innovation,0.34219533806310803
600,5_Cultural Exchange,0.11629208934437815
600,6_Geopolitical Strategy,0.2587599523639734
600,7_Trade Agreements,0.06680202807362344
600,8_Infrastructure Development,0.07823526243006815
610,1_Economic Cooperation,0.16508473063028092
610,2_Belt and Road Initiative (BRI),0.4893004293811683
610,3_Diplomatic Relations,0.1539423079239428
610,4_Technology and Innovation,0.35217609948436285
610,5_Cultural Exchange,0.12397482828333331
610,6_Geopolitical Strategy,0.27231963258525754
610,7_Trade Agreements,0.07516095915970596
610,8_Infrastructure Development,0.0764724299381144
620,1_Economic Cooperation,0.1754975343043204
620,2_Belt and Road Initiative (BRI),0.4725796504436294
620,3_Diplomatic Relations,0.14081705484257417
620,4_Technology and Innovation,0.33763760167945106
620,5_Cultural Exchange,0.11157061376719447
620,6_Geopolitical Strategy,0.251780050817455
620,7_Trade Agreements,0.07454399649848627
620,8_Infrastructure Development,0.07881717571360938
630,1_Economic Cooperation,0.17385851146248363
630,2_Belt and Road Initiative (BRI),0.44801296848780897
630,3_Diplomatic Relations,0.16162958517200335
630,4_Technology and Innovation,0.33723696302324396
630,5_Cultural Exchange,0.1264688270935206
630,6_Geopolitical Strategy,0.25667108967624064
630,7_Trade Agreements,0.07186692687548595
630,8_Infrastructure Development,0.07561625838912422
640,1_Economic Cooperation,0.17563524976964676
640,2_Belt and Road Initiative (BRI),0.44956912065489574
640,3_Diplomatic Relations,0.15873868816866762
640,4_Technology and Innovation,0.35105668313488697
640,5_Cultural Exchange,0.11931059089814185
640,6_Geopolitical Strategy,0.2826990372704003
640,7_Trade Agreements,0.07654649292627061
640,8_Infrastructure Development,0.07503091302404759
650,1_Economic Cooperation,0.16636076534811492
650,2_Belt and Road Initiative (BRI),0.478750405294169
650,3_Diplomatic Relations,0.1515664262287288
650,4_Technology and Innovation,0.315965273206757
650,5_Cultural Exchange,0.1176228722226389
650,6_Geopolitical Strategy,0.2866167252820201
650,7_Trade Agreements,0.07409052457159791
650,8_Infrastructure Development,0.07593407998062499
660,1_Economic Cooperation,0.16517227468322787
660,2_Belt and Road Initiative (BRI),0.4688647494343241
660,3_Diplomatic Relations,0.15584692693846686
660,4_Technology and Innovation,0.3378465400368302
660,5_Cultural Exchange,0.11820823300027446
660,6_Geopolitical Strategy,0.27188419995210383
660,7_Trade Agreements,0.07784084411464916
660,8_Infrastructure Development,0.07775094248812883
670,1_Economic Cooperation,0.1542279548896228
670,2_Belt and Road Initiative (BRI),0.4792249996893949
670,3_Diplomatic Relations,0.15749798990182143
670,4_Technology and Innovation,0.2952807520076602
670,5_Cultural Exchange,0.12589876523335988
670,6_Geopolitical Strategy,0.2516696623013261
670,7_Trade Agreements,0.06938680503369694
670,8_Infrastructure Development,0.08779486001291134
680,1_Economic Cooperation,0.15786203293160794
680,2_Belt and Road Initiative (BRI),0.4737898914589097
680,3_Diplomatic Relations,0.15018496525039798
680,4_Technology and Innovation,0.3307732100276058
680,5_Cultural Exchange,0.1120181661317864
680,6_Geopolitical Strategy,0.2545477662476801
680,7_Trade Agreements,0.07197472938967751
680,8_Infrastructure Development,0.0782609511766825
690,1_Economic Cooperation,0.1842008125143908
690,2_Belt and Road Initiative (BRI),0.45035264394627444
690,3_Diplomatic Relations,0.12914985500320064
690,4_Technology and Innovation,0.31120315284707695
690,5_Cultural Exchange,0.11794804949870612
690,6_Geopolitical Strategy,0.25328833833350584
690,7_Trade Agreements,0.07166517382255112
690,8_Infrastructure Development,0.07707394455617982
700,1_Economic Cooperation,0.15629862931377644
700,2_Belt and Road Initiative (BRI),0.4778290672040404
700,3_Diplomatic Relations,0.14435066806469546
700,4_Technology and Innovation,0.31413717026429455
700,5_Cultural Exchange,0.11317391121243384
700,6_Geopolitical Strategy,0.26575178793725907
700,7_Trade Agreements,0.07457459793186516
700,8_Infrastructure Development,0.078422419618221
710,1_Economic Cooperation,0.17529864602453737
710,2_Belt and Road Initiative (BRI),0.4904868782723643
710,3_Diplomatic Relations,0.14702063918434957
710,4_Technology and Innovation,0.3166621172375933
710,5_Cultural Exchange,0.11256598377151113
710,6_Geopolitical Strategy,0.2577812787788584
710,7_Trade Agreements,0.06650122536042996
710,8_Infrastructure Development,0.0772928613537705
720,1_Economic Cooperation,0.16337925866322678
720,2_Belt and Road Initiative (BRI),0.4378468903253103
720,3_Diplomatic Relations,0.1415259113038508
720,4_Technology and Innovation,0.31994838290898686
720,5_Cultural Exchange,0.10722265461231321
720,6_Geopolitical Strategy,0.2688719527253727
720,7_Trade Agreements,0.06241141671653487
720,8_Infrastructure Development,0.06984578973943088
730,1_Economic Cooperation,0.16418745897452355
730,2_Belt and Road Initiative (BRI),0.4444814976234707
730,3_Diplomatic Relations,0.15294780206850045
730,4_Technology and Innovation,0.3433080384696612
730,5_Cultural Exchange,0.12104503190748735
730,6_Geopolitical Strategy,0.24352938624774256
730,7_Trade Agreements,0.06808714110994
730,8_Infrastructure Development,0.07372047767389389
740,1_Economic Cooperation,0.17152401722038166
740,2_Belt and Road Initiative (BRI),0.4637361983718565
740,3_Diplomatic Relations,0.13892200690397064
740,4_Technology and Innovation,0.3000371343435631
740,5_Cultural Exchange,0.11297994125090086
740,6_Geopolitical Strategy,0.23899573835155113
740,7_Trade Agreements,0.07248874617046792
740,8_Infrastructure Development,0.07809212295630627
750,1_Economic Cooperation,0.15008971623552575
750,2_Belt and Road Initiative (BRI),0.4922658645770642
750,3_Diplomatic Relations,0.15073520107257393
750,4_Technology and Innovation,0.3397241913152478
750,5_Cultural Exchange,0.1135177155371377
750,6_Geopolitical Strategy,0.2315759199772442
750,7_Trade Agreements,0.06600936807253953
750,8_Infrastructure Development,0.07506646965901465
